net,length_um
_02243_,31.98
cpuregs.regs\[28\]\[6\],31.94
_06246_,31.9
_07824_,31.88
cpuregs.regs\[1\]\[21\],31.86
_05980_,31.8
clknet_leaf_8_clk,31.76
_05310_,31.68
_05998_,31.66
_06199_,31.66
_07591_,31.62
_08256_,31.62
_07367_,31.56
_04869_,31.54
alu_out_q\[23\],31.54
_04620_,31.52
_05001_,31.5
_07799_,31.48
net292,31.48
count_instr\[49\],31.46
latched_is_lb,31.44
_07431_,31.42
count_instr\[10\],31.4
_08048_,31.34
_05047_,31.3
_04904_,31.28
_03381_,31.26
_04683_,31.24
_05182_,31.24
_07874_,31.24
cpuregs.regs\[26\]\[5\],31.23
_07522_,31.2
_07979_,31.2
_08280_,31.16
_03461_,31.1
_05379_,31.1
count_cycle\[61\],31.03
_03950_,31
count_cycle\[0\],30.94
irq_mask\[12\],30.9
_07616_,30.89
_04883_,30.88
_02089_,30.86
count_instr\[26\],30.84
_07437_,30.82
count_cycle\[25\],30.82
_03714_,30.8
mem_rdata_q\[1\],30.8
cpuregs.regs\[14\]\[11\],30.775
_02223_,30.74
_02296_,30.72
_02425_,30.72
_06084_,30.72
_03959_,30.7
_02385_,30.68
mem_state\[0\],30.63
_04547_,30.62
_05470_,30.54
_05501_,30.5
count_instr\[0\],30.42
cpuregs.regs\[0\]\[0\],30.42
count_instr\[57\],30.36
_02580_,30.33
clknet_leaf_34_clk,30.3
cpuregs.regs\[6\]\[30\],30.23
_07767_,30.16
_05153_,30.14
count_instr\[45\],30.12
_01729_,30.1
cpuregs.regs\[7\]\[12\],30.09
_03751_,30.08
_04800_,30.08
count_cycle\[5\],30.04
_07412_,30
_05293_,29.98
count_instr\[54\],29.96
_05750_,29.9
_05968_,29.88
count_cycle\[22\],29.88
_02483_,29.84
_05657_,29.82
_03750_,29.79
_03501_,29.775
_03282_,29.76
_05280_,29.7
_05372_,29.66
mem_rdata_q\[4\],29.64
count_instr\[55\],29.635
cpuregs.regs\[11\]\[18\],29.62
_03572_,29.6
_05250_,29.58
_07285_,29.58
count_cycle\[52\],29.58
_05785_,29.52
cpuregs.regs\[14\]\[19\],29.49
_02141_,29.48
_04742_,29.48
_04293_,29.44
_03258_,29.4
cpuregs.regs\[15\]\[30\],29.4
_05271_,29.36
_05459_,29.36
cpuregs.regs\[30\]\[17\],29.36
reg_out\[5\],29.36
cpuregs.regs\[26\]\[31\],29.355
_04444_,29.32
_05688_,29.32
_01798_,29.3
instr_bne,29.3
_04451_,29.28
_04127_,29.24
cpuregs.regs\[7\]\[6\],29.22
reg_out\[12\],29.22
count_instr\[62\],29.18
cpuregs.regs\[1\]\[23\],29.16
cpuregs.regs\[10\]\[29\],29.145
_07239_,29.14
_07597_,29.13
_03590_,29.12
_05276_,29.12
count_instr\[34\],29.12
cpuregs.regs\[11\]\[2\],29.1
_03613_,29.08
_01944_,28.98
cpuregs.regs\[1\]\[30\],28.98
instr_bge,28.97
cpuregs.regs\[23\]\[2\],28.96
_02384_,28.94
cpuregs.regs\[1\]\[0\],28.9
_02672_,28.86
_04530_,28.86
timer\[27\],28.86
cpuregs.regs\[1\]\[2\],28.82
_04381_,28.8
mem_16bit_buffer\[8\],28.8
cpuregs.regs\[10\]\[19\],28.79
_02607_,28.74
_04366_,28.74
cpuregs.regs\[1\]\[24\],28.74
_04977_,28.72
_07526_,28.72
cpuregs.regs\[28\]\[17\],28.7
_05378_,28.68
_07455_,28.66
_07450_,28.64
_02278_,28.62
_06218_,28.6
_02096_,28.54
_05019_,28.54
instr_xor,28.525
_08236_,28.5
cpuregs.regs\[3\]\[6\],28.5
_02062_,28.48
_05058_,28.48
clknet_leaf_6_clk,28.4
_02091_,28.36
_03829_,28.36
_06012_,28.36
_03951_,28.34
cpuregs.regs\[4\]\[16\],28.34
cpuregs.regs\[7\]\[9\],28.32
reg_out\[20\],28.3
_03893_,28.26
_08372_,28.26
instr_addi,28.26
cpuregs.regs\[10\]\[17\],28.23
cpuregs.regs\[27\]\[13\],28.18
_04313_,28.16
_05270_,28.16
_05734_,28.16
cpuregs.regs\[30\]\[19\],28.15
_01736_,28.14
_05204_,28.14
cpuregs.regs\[28\]\[10\],28.14
_05702_,28.11
_05682_,28.1
_03648_,28.06
cpuregs.regs\[30\]\[23\],28.025
_03232_,28.02
count_cycle\[19\],28.02
_01715_,28
timer\[14\],28
_05173_,27.98
irq_mask\[26\],27.98
_03957_,27.96
_07422_,27.955
_04589_,27.94
_06206_,27.94
_03941_,27.92
_07517_,27.86
cpuregs.regs\[15\]\[21\],27.86
mem_16bit_buffer\[6\],27.86
cpuregs.regs\[9\]\[19\],27.85
cpuregs.regs\[8\]\[25\],27.82
cpuregs.regs\[5\]\[16\],27.8
_05588_,27.78
_05338_,27.76
_07893_,27.76
cpuregs.regs\[11\]\[28\],27.75
_04302_,27.74
count_cycle\[46\],27.74
_03504_,27.72
cpuregs.regs\[0\]\[7\],27.68
_02396_,27.6
_05748_,27.6
irq_pending\[2\],27.6
net189,27.6
_02142_,27.56
_04332_,27.56
_04799_,27.56
cpuregs.regs\[31\]\[25\],27.56
_06384_,27.525
net291,27.52
_03434_,27.46
_02021_,27.44
_03468_,27.44
_04896_,27.44
_07470_,27.44
cpuregs.regs\[10\]\[7\],27.415
count_cycle\[35\],27.41
cpuregs.regs\[8\]\[9\],27.38
_03319_,27.36
cpuregs.regs\[6\]\[14\],27.35
_04809_,27.34
count_cycle\[58\],27.34
irq_mask\[0\],27.34
_05449_,27.28
count_instr\[11\],27.28
cpuregs.regs\[3\]\[21\],27.26
irq_mask\[30\],27.26
cpuregs.regs\[7\]\[1\],27.25
_04944_,27.24
_04821_,27.23
cpuregs.regs\[15\]\[7\],27.2
_03436_,27.18
_03418_,27.1
cpuregs.regs\[16\]\[17\],27.1
cpuregs.regs\[22\]\[6\],27.09
cpuregs.regs\[30\]\[30\],27.09
_05510_,27.08
cpuregs.regs\[14\]\[22\],27.075
_03656_,27.04
_04772_,27.02
_02225_,27
_02352_,27
_07193_,27
irq_mask\[17\],26.98
_03469_,26.94
reg_sh\[0\],26.94
_05434_,26.93
_03856_,26.925
_02319_,26.92
_03438_,26.92
net289,26.9
_01983_,26.82
_03775_,26.82
cpuregs.regs\[10\]\[28\],26.795
_05043_,26.78
_08365_,26.78
_04244_,26.76
_05320_,26.76
irq_pending\[13\],26.76
cpuregs.regs\[18\]\[9\],26.735
_05234_,26.7
_05336_,26.68
_05639_,26.68
_07630_,26.68
_02160_,26.62
cpuregs.regs\[26\]\[7\],26.61
count_cycle\[37\],26.54
cpuregs.regs\[22\]\[18\],26.535
_05986_,26.52
cpuregs.regs\[14\]\[9\],26.515
_04097_,26.5
_05157_,26.5
_05079_,26.48
_02122_,26.45
cpuregs.regs\[31\]\[5\],26.4
count_instr\[58\],26.38
_07297_,26.3
_07306_,26.3
count_instr\[63\],26.3
count_cycle\[23\],26.26
_06181_,26.24
_04501_,26.22
cpuregs.regs\[9\]\[27\],26.22
_06187_,26.2
_05274_,26.18
_05633_,26.16
_03187_,26.14
_07307_,26.12
net276,26.12
cpuregs.regs\[20\]\[15\],26.06
_04565_,26.04
_02162_,26.02
_02347_,26.02
_03389_,26
_04587_,25.98
cpuregs.regs\[5\]\[4\],25.98
cpuregs.regs\[27\]\[16\],25.96
cpuregs.regs\[28\]\[19\],25.96
cpuregs.regs\[22\]\[20\],25.955
cpuregs.regs\[14\]\[0\],25.93
count_instr\[43\],25.9
cpuregs.regs\[24\]\[21\],25.88
_03470_,25.86
_05353_,25.86
count_instr\[47\],25.82
_04936_,25.8
_07546_,25.76
count_instr\[50\],25.76
cpuregs.regs\[8\]\[26\],25.76
_02112_,25.74
_02132_,25.74
_05007_,25.74
cpuregs.regs\[29\]\[14\],25.7
alu_out\[24\],25.685
_03676_,25.68
_08059_,25.68
cpuregs.regs\[15\]\[20\],25.64
cpuregs.regs\[7\]\[8\],25.64
timer\[3\],25.64
count_cycle\[1\],25.61
cpuregs.regs\[30\]\[21\],25.59
_04226_,25.58
count_instr\[37\],25.58
_03473_,25.56
cpuregs.regs\[14\]\[8\],25.535
cpuregs.regs\[11\]\[8\],25.52
cpuregs.regs\[3\]\[18\],25.5
_08322_,25.49
cpuregs.regs\[15\]\[14\],25.48
clknet_leaf_0_clk,25.455
cpuregs.regs\[0\]\[10\],25.44
count_cycle\[4\],25.425
_04524_,25.42
cpuregs.regs\[25\]\[12\],25.42
cpuregs.regs\[14\]\[20\],25.41
cpuregs.regs\[14\]\[15\],25.405
_01923_,25.38
irq_mask\[28\],25.35
_07589_,25.34
cpuregs.regs\[27\]\[17\],25.34
_05995_,25.3
net164,25.3
_03431_,25.295
_04546_,25.28
count_cycle\[49\],25.26
cpuregs.regs\[1\]\[25\],25.24
irq_mask\[23\],25.24
_02001_,25.22
_06904_,25.19
_03520_,25.18
_06020_,25.18
cpuregs.regs\[19\]\[27\],25.18
_03758_,25.14
count_cycle\[40\],25.13
count_instr\[16\],25.12
cpuregs.regs\[10\]\[16\],25.115
cpuregs.regs\[2\]\[7\],25.11
_05574_,25.08
_02439_,25.06
_07194_,25.06
cpuregs.regs\[30\]\[1\],25.055
cpuregs.regs\[29\]\[10\],25.04
_02678_,25.015
cpuregs.regs\[11\]\[25\],25
_05590_,24.97
cpuregs.regs\[30\]\[6\],24.97
_03855_,24.96
_03568_,24.95
cpuregs.regs\[10\]\[0\],24.95
cpuregs.regs\[4\]\[9\],24.94
cpuregs.regs\[18\]\[3\],24.925
cpuregs.regs\[15\]\[2\],24.92
cpuregs.regs\[22\]\[8\],24.9
irq_pending\[19\],24.9
cpuregs.regs\[22\]\[2\],24.88
count_cycle\[13\],24.865
cpuregs.regs\[0\]\[18\],24.78
cpuregs.regs\[28\]\[18\],24.78
count_cycle\[60\],24.77
_08133_,24.76
count_cycle\[34\],24.755
cpuregs.regs\[19\]\[8\],24.74
_03248_,24.72
_03449_,24.7
net287,24.68
cpuregs.regs\[30\]\[3\],24.665
_01795_,24.64
cpuregs.regs\[26\]\[20\],24.61
_07976_,24.6
_03457_,24.56
cpuregs.regs\[19\]\[25\],24.56
cpuregs.regs\[9\]\[14\],24.52
_08182_,24.5
cpuregs.regs\[12\]\[19\],24.5
cpuregs.regs\[20\]\[24\],24.5
cpuregs.regs\[5\]\[7\],24.5
_07334_,24.47
_02713_,24.46
_07562_,24.46
irq_pending\[5\],24.46
_05509_,24.44
cpuregs.regs\[30\]\[27\],24.435
cpuregs.regs\[30\]\[13\],24.43
_04691_,24.4
cpuregs.regs\[30\]\[12\],24.395
_02344_,24.385
cpuregs.regs\[7\]\[7\],24.37
_02422_,24.36
_08016_,24.36
cpuregs.regs\[15\]\[26\],24.36
cpuregs.regs\[25\]\[25\],24.34
cpuregs.regs\[4\]\[27\],24.34
_06713_,24.335
_02146_,24.32
_05307_,24.32
cpuregs.regs\[20\]\[13\],24.32
net275,24.3
cpuregs.regs\[7\]\[27\],24.28
irq_mask\[11\],24.28
_03466_,24.24
irq_pending\[0\],24.24
_05645_,24.22
cpuregs.regs\[24\]\[15\],24.22
cpuregs.regs\[24\]\[1\],24.18
cpuregs.regs\[4\]\[15\],24.18
_06023_,24.16
_04919_,24.12
cpuregs.regs\[24\]\[14\],24.12
cpuregs.regs\[22\]\[30\],24.095
_01924_,24.08
cpuregs.regs\[30\]\[7\],24.07
_04995_,24.06
_05380_,24.06
_05922_,24.06
cpuregs.regs\[5\]\[3\],24.06
cpuregs.regs\[7\]\[4\],24.06
count_cycle\[16\],24.02
cpuregs.regs\[19\]\[28\],24.02
_03205_,24
cpuregs.regs\[27\]\[31\],24
irq_mask\[18\],24
cpuregs.regs\[28\]\[14\],23.98
_02381_,23.96
cpuregs.regs\[23\]\[4\],23.96
net264,23.96
_08376_,23.945
cpuregs.regs\[14\]\[4\],23.935
_03523_,23.92
cpuregs.regs\[19\]\[24\],23.92
_02710_,23.9
cpuregs.regs\[14\]\[1\],23.895
_07189_,23.88
cpuregs.raddr1\[4\],23.88
_05602_,23.87
_05733_,23.86
cpuregs.regs\[21\]\[6\],23.86
cpuregs.regs\[31\]\[23\],23.86
_05651_,23.84
_07427_,23.84
cpuregs.regs\[11\]\[21\],23.835
cpuregs.regs\[19\]\[21\],23.78
cpuregs.regs\[14\]\[3\],23.775
_02465_,23.76
cpuregs.regs\[28\]\[21\],23.76
_02226_,23.74
cpuregs.regs\[9\]\[5\],23.74
cpuregs.regs\[18\]\[21\],23.73
cpuregs.regs\[19\]\[16\],23.72
_04824_,23.7
instr_lhu,23.7
cpuregs.regs\[2\]\[1\],23.69
_02701_,23.66
_05500_,23.64
cpuregs.regs\[26\]\[3\],23.63
cpuregs.regs\[2\]\[19\],23.625
_02524_,23.62
_05553_,23.62
cpuregs.regs\[19\]\[23\],23.62
cpuregs.regs\[28\]\[26\],23.62
_03200_,23.6
_04855_,23.6
cpuregs.regs\[24\]\[16\],23.6
cpuregs.regs\[27\]\[2\],23.6
cpuregs.regs\[22\]\[26\],23.59
_08147_,23.58
cpuregs.regs\[7\]\[21\],23.58
cpuregs.regs\[2\]\[9\],23.575
_04773_,23.57
cpuregs.regs\[0\]\[20\],23.56
_02228_,23.5
_04827_,23.5
irq_pending\[12\],23.475
_05245_,23.46
cpuregs.regs\[28\]\[12\],23.46
count_cycle\[21\],23.455
cpuregs.regs\[14\]\[23\],23.45
_02230_,23.42
cpuregs.regs\[8\]\[21\],23.42
cpuregs.regs\[2\]\[29\],23.405
count_instr\[42\],23.4
cpuregs.regs\[26\]\[12\],23.395
cpuregs.regs\[26\]\[4\],23.39
_04322_,23.38
_04331_,23.38
cpuregs.regs\[12\]\[25\],23.38
cpuregs.regs\[31\]\[26\],23.36
_03223_,23.34
cpuregs.regs\[12\]\[13\],23.34
_03532_,23.325
_02561_,23.32
_05441_,23.32
instr_sh,23.32
_05691_,23.3
cpuregs.regs\[25\]\[27\],23.3
_05364_,23.28
cpuregs.regs\[17\]\[18\],23.28
cpuregs.regs\[30\]\[15\],23.275
_05267_,23.245
_08177_,23.24
cpuregs.regs\[11\]\[22\],23.235
cpuregs.regs\[0\]\[8\],23.23
_05130_,23.22
cpuregs.regs\[17\]\[12\],23.22
net225,23.2
cpuregs.regs\[6\]\[0\],23.175
_08209_,23.17
_05273_,23.16
cpuregs.regs\[20\]\[16\],23.16
cpuregs.regs\[3\]\[19\],23.16
_04931_,23.14
_07320_,23.14
_04298_,23.12
_04603_,23.12
cpuregs.regs\[19\]\[1\],23.12
reg_sh\[2\],23.11
cpuregs.regs\[8\]\[28\],23.1
cpuregs.regs\[10\]\[6\],23.09
cpuregs.regs\[18\]\[8\],23.09
_08399_,23.085
cpuregs.regs\[12\]\[17\],23.08
cpuregs.regs\[21\]\[24\],23.08
cpuregs.regs\[20\]\[11\],23.06
cpuregs.regs\[22\]\[9\],23.055
_06195_,23.04
cpuregs.regs\[30\]\[0\],23.03
_02171_,23.02
_04802_,23.02
net192,23.02
_05677_,23
_08162_,22.98
cpuregs.regs\[22\]\[7\],22.975
_03582_,22.96
_02175_,22.94
_02303_,22.94
_03459_,22.94
count_instr\[17\],22.935
cpuregs.regs\[15\]\[16\],22.92
cpuregs.regs\[27\]\[1\],22.92
cpuregs.regs\[30\]\[2\],22.91
_03406_,22.9
cpuregs.regs\[4\]\[28\],22.9
_03503_,22.88
cpuregs.regs\[23\]\[25\],22.88
cpuregs.regs\[25\]\[14\],22.88
cpuregs.regs\[29\]\[3\],22.88
_02508_,22.87
_02169_,22.86
cpuregs.regs\[0\]\[21\],22.86
cpuregs.regs\[21\]\[0\],22.86
_05660_,22.84
cpuregs.regs\[30\]\[11\],22.84
cpuregs.regs\[7\]\[16\],22.84
cpuregs.regs\[30\]\[14\],22.835
count_cycle\[41\],22.81
count_cycle\[26\],22.8
count_instr\[22\],22.8
_05185_,22.78
_05195_,22.78
cpuregs.regs\[23\]\[15\],22.78
cpuregs.regs\[16\]\[26\],22.76
_02716_,22.75
cpuregs.regs\[27\]\[29\],22.75
_00822_,22.745
_05614_,22.74
cpuregs.regs\[29\]\[11\],22.74
_02533_,22.725
_04420_,22.72
cpuregs.regs\[24\]\[12\],22.72
_02594_,22.7
cpuregs.regs\[26\]\[16\],22.695
_03660_,22.68
cpuregs.regs\[9\]\[4\],22.68
cpuregs.regs\[17\]\[5\],22.65
count_cycle\[10\],22.64
_04924_,22.62
cpuregs.regs\[28\]\[11\],22.62
_02704_,22.6
cpuregs.regs\[31\]\[31\],22.6
_02082_,22.58
_04756_,22.58
_05269_,22.58
cpuregs.regs\[1\]\[18\],22.58
cpuregs.regs\[6\]\[24\],22.57
cpuregs.regs\[28\]\[9\],22.54
_05541_,22.52
_07508_,22.52
cpuregs.regs\[28\]\[22\],22.52
_04403_,22.46
_05637_,22.46
_05655_,22.44
_02392_,22.405
count_cycle\[50\],22.4
_04171_,22.38
_05826_,22.36
cpuregs.regs\[27\]\[15\],22.36
cpuregs.regs\[14\]\[31\],22.355
cpuregs.regs\[22\]\[14\],22.33
cpuregs.regs\[30\]\[26\],22.33
_03443_,22.32
_05429_,22.32
cpuregs.regs\[31\]\[22\],22.32
cpuregs.regs\[27\]\[8\],22.3
cpuregs.regs\[27\]\[28\],22.29
cpuregs.regs\[29\]\[25\],22.28
_05949_,22.26
cpuregs.regs\[28\]\[8\],22.25
cpuregs.regs\[15\]\[27\],22.24
cpuregs.regs\[21\]\[28\],22.24
cpuregs.regs\[9\]\[15\],22.24
decoded_rd\[2\],22.24
cpuregs.regs\[2\]\[25\],22.235
_03247_,22.22
_05709_,22.22
cpuregs.regs\[10\]\[21\],22.21
_06385_,22.18
_02706_,22.16
_02762_,22.16
count_cycle\[43\],22.16
cpuregs.regs\[28\]\[25\],22.16
cpuregs.regs\[3\]\[4\],22.16
cpuregs.regs\[8\]\[29\],22.16
cpuregs.regs\[6\]\[9\],22.13
_02185_,22.125
_08200_,22.12
cpuregs.regs\[6\]\[19\],22.115
_05431_,22.08
_05446_,22.06
cpuregs.regs\[18\]\[24\],22.025
_04884_,22.02
irq_mask\[22\],22.02
cpuregs.regs\[18\]\[1\],22.01
_04146_,22
_04916_,22
_04963_,22
_05159_,22
cpuregs.regs\[16\]\[25\],22
cpuregs.regs\[19\]\[13\],22
_02814_,21.98
cpuregs.regs\[12\]\[12\],21.96
cpuregs.regs\[21\]\[10\],21.94
_04786_,21.92
cpuregs.regs\[11\]\[29\],21.92
_03447_,21.9
_07576_,21.9
cpuregs.regs\[2\]\[24\],21.895
cpuregs.regs\[30\]\[4\],21.89
_05084_,21.885
_04173_,21.88
cpuregs.regs\[31\]\[30\],21.84
cpuregs.regs\[7\]\[2\],21.84
cpuregs.regs\[30\]\[28\],21.83
net172,21.78
cpuregs.regs\[26\]\[2\],21.775
cpuregs.regs\[30\]\[25\],21.77
cpuregs.regs\[14\]\[14\],21.765
cpuregs.regs\[23\]\[23\],21.76
cpuregs.regs\[4\]\[26\],21.76
cpuregs.regs\[22\]\[28\],21.755
_04875_,21.74
cpuregs.regs\[27\]\[26\],21.74
_02151_,21.7
cpuregs.regs\[16\]\[10\],21.7
cpuregs.regs\[4\]\[11\],21.7
cpuregs.regs\[9\]\[23\],21.7
_04654_,21.68
_05663_,21.68
cpuregs.regs\[29\]\[9\],21.68
_05003_,21.66
cpuregs.regs\[18\]\[4\],21.635
cpuregs.regs\[10\]\[5\],21.63
cpuregs.regs\[8\]\[24\],21.63
cpuregs.regs\[29\]\[30\],21.62
cpuregs.regs\[29\]\[6\],21.62
cpuregs.regs\[31\]\[7\],21.62
_02500_,21.6
cpuregs.regs\[21\]\[15\],21.6
reg_sh\[4\],21.6
_05566_,21.58
_05729_,21.55
_01957_,21.54
_02034_,21.54
_07433_,21.54
_04351_,21.52
_04932_,21.52
_05112_,21.5
_08301_,21.5
cpuregs.regs\[15\]\[25\],21.5
_01994_,21.49
cpuregs.regs\[2\]\[23\],21.49
_03416_,21.48
_05540_,21.48
reg_out\[7\],21.48
cpuregs.regs\[12\]\[27\],21.46
cpuregs.regs\[1\]\[6\],21.46
cpuregs.regs\[10\]\[18\],21.445
_04622_,21.44
_08225_,21.42
cpuregs.regs\[24\]\[30\],21.42
cpuregs.regs\[2\]\[31\],21.415
_03207_,21.38
_03220_,21.37
_04459_,21.36
count_instr\[13\],21.36
_02602_,21.34
cpuregs.regs\[16\]\[0\],21.34
cpuregs.regs\[6\]\[22\],21.325
cpuregs.regs\[24\]\[17\],21.32
cpuregs.regs\[31\]\[8\],21.3
cpuregs.regs\[9\]\[21\],21.3
_02360_,21.28
_07625_,21.28
cpuregs.regs\[31\]\[12\],21.28
_05554_,21.26
cpuregs.regs\[8\]\[7\],21.26
_04518_,21.24
_05190_,21.22
cpuregs.regs\[26\]\[1\],21.21
_05358_,21.2
cpuregs.regs\[17\]\[2\],21.2
cpuregs.regs\[2\]\[4\],21.195
cpuregs.regs\[6\]\[8\],21.19
_04670_,21.18
cpuregs.regs\[11\]\[5\],21.18
cpuregs.regs\[16\]\[12\],21.18
cpuregs.regs\[5\]\[26\],21.18
_04692_,21.16
cpuregs.regs\[6\]\[17\],21.15
_04481_,21.14
cpuregs.regs\[22\]\[23\],21.13
_02450_,21.12
_03832_,21.12
cpuregs.regs\[18\]\[0\],21.12
cpuregs.regs\[20\]\[3\],21.1
count_cycle\[57\],21.095
_07228_,21.09
_01946_,21.08
net167,21.08
cpuregs.regs\[31\]\[1\],21.06
cpuregs.regs\[26\]\[6\],21.045
_04180_,21.04
count_cycle\[20\],21.04
cpuregs.regs\[28\]\[27\],21.04
cpuregs.regs\[5\]\[19\],21.04
cpuregs.regs\[18\]\[7\],21.035
cpuregs.regs\[28\]\[15\],21.03
_03779_,21.02
cpuregs.regs\[23\]\[27\],21.02
_02501_,21
_02530_,21
_03369_,21
cpuregs.regs\[16\]\[14\],21
_04401_,20.98
cpuregs.regs\[22\]\[16\],20.96
cpuregs.regs\[26\]\[27\],20.955
_08206_,20.94
cpuregs.regs\[29\]\[13\],20.94
_08064_,20.92
cpuregs.regs\[15\]\[11\],20.92
cpuregs.regs\[8\]\[6\],20.92
_05302_,20.9
cpuregs.regs\[7\]\[26\],20.9
_08299_,20.88
net187,20.88
cpuregs.regs\[9\]\[2\],20.86
cpuregs.regs\[14\]\[5\],20.845
_05442_,20.84
_05849_,20.84
cpuregs.regs\[10\]\[12\],20.83
_04392_,20.82
cpuregs.regs\[13\]\[6\],20.82
cpuregs.regs\[12\]\[18\],20.8
_04675_,20.78
count_cycle\[44\],20.78
_02614_,20.77
irq_mask\[16\],20.76
_03652_,20.74
cpuregs.regs\[15\]\[3\],20.74
_02138_,20.72
_04567_,20.72
cpuregs.regs\[15\]\[5\],20.72
cpuregs.regs\[25\]\[15\],20.72
cpuregs.regs\[14\]\[6\],20.71
_03863_,20.7
_05499_,20.7
_08185_,20.7
cpuregs.regs\[16\]\[30\],20.7
_04987_,20.68
_07251_,20.66
cpuregs.regs\[8\]\[20\],20.66
_02651_,20.62
_07544_,20.62
cpuregs.regs\[28\]\[28\],20.62
_03766_,20.6
cpuregs.regs\[19\]\[4\],20.6
cpuregs.regs\[7\]\[15\],20.6
cpuregs.regs\[22\]\[12\],20.59
_01804_,20.58
_05436_,20.58
cpuregs.regs\[3\]\[9\],20.58
cpuregs.regs\[31\]\[16\],20.56
cpuregs.regs\[4\]\[7\],20.56
count_instr\[38\],20.54
net168,20.54
_08076_,20.52
cpuregs.regs\[10\]\[25\],20.51
_02353_,20.485
cpuregs.regs\[7\]\[0\],20.48
_00072_,20.46
_03424_,20.46
cpuregs.regs\[15\]\[28\],20.46
cpuregs.regs\[20\]\[31\],20.46
mem_16bit_buffer\[11\],20.46
clknet_leaf_4_clk,20.46
cpuregs.regs\[10\]\[23\],20.45
_04480_,20.44
_08100_,20.44
cpuregs.regs\[21\]\[11\],20.44
irq_mask\[29\],20.42
_03917_,20.4
_04763_,20.4
_06306_,20.4
cpuregs.regs\[20\]\[9\],20.4
cpuregs.regs\[6\]\[6\],20.39
_03250_,20.38
_03514_,20.38
_05289_,20.38
_08234_,20.36
cpuregs.regs\[30\]\[18\],20.36
cpuregs.regs\[8\]\[13\],20.36
_02685_,20.34
_05564_,20.34
_06014_,20.34
cpuregs.regs\[11\]\[16\],20.33
_05063_,20.32
cpuregs.regs\[11\]\[7\],20.32
_04635_,20.3
cpuregs.regs\[10\]\[1\],20.295
_05683_,20.28
cpuregs.regs\[21\]\[27\],20.28
cpuregs.regs\[23\]\[7\],20.28
cpuregs.regs\[27\]\[21\],20.28
cpuregs.regs\[26\]\[9\],20.275
_05793_,20.26
_03339_,20.24
_08086_,20.24
cpuregs.regs\[4\]\[18\],20.24
_03315_,20.22
_03527_,20.22
cpuregs.regs\[4\]\[1\],20.22
_05692_,20.2
cpuregs.regs\[11\]\[6\],20.2
cpuregs.regs\[5\]\[17\],20.2
cpuregs.regs\[30\]\[31\],20.195
count_instr\[14\],20.18
cpuregs.regs\[18\]\[20\],20.17
_02134_,20.16
_05996_,20.16
cpuregs.regs\[1\]\[12\],20.16
cpuregs.regs\[29\]\[19\],20.16
net267,20.16
count_cycle\[36\],20.15
_01966_,20.14
_02901_,20.14
cpuregs.raddr1\[1\],20.14
cpuregs.regs\[18\]\[25\],20.135
cpuregs.regs\[14\]\[2\],20.13
cpuregs.regs\[27\]\[11\],20.12
_07620_,20.1
prefetched_high_word,20.1
_03373_,20.08
cpuregs.regs\[17\]\[0\],20.08
_00051_,20.065
_03318_,20.04
_06237_,20.04
cpuregs.regs\[21\]\[1\],20.04
cpuregs.regs\[5\]\[5\],20.04
cpuregs.regs\[0\]\[16\],20.02
_02729_,20
_07836_,20
cpuregs.regs\[12\]\[5\],20
cpuregs.regs\[20\]\[0\],19.99
_02144_,19.98
_04764_,19.98
cpuregs.regs\[15\]\[8\],19.98
_05571_,19.96
_05640_,19.96
count_instr\[20\],19.96
count_instr\[33\],19.96
cpuregs.regs\[24\]\[3\],19.96
instr_lb,19.96
irq_pending\[30\],19.96
cpuregs.regs\[13\]\[31\],19.94
_03933_,19.92
cpuregs.regs\[0\]\[27\],19.92
cpuregs.regs\[9\]\[28\],19.92
_03608_,19.885
_05944_,19.88
_00093_,19.86
cpuregs.regs\[1\]\[20\],19.86
_02409_,19.84
_05854_,19.84
cpuregs.regs\[1\]\[16\],19.84
net293,19.84
_07490_,19.82
cpuregs.regs\[5\]\[6\],19.82
_03458_,19.8
_06291_,19.8
count_cycle\[9\],19.8
cpuregs.regs\[11\]\[31\],19.8
_04961_,19.78
count_cycle\[45\],19.78
cpuregs.regs\[4\]\[17\],19.78
cpuregs.regs\[12\]\[23\],19.76
cpuregs.regs\[18\]\[2\],19.75
_01911_,19.74
_02285_,19.74
_05129_,19.74
_03513_,19.73
cpuregs.regs\[22\]\[0\],19.73
_08106_,19.72
cpuregs.regs\[17\]\[6\],19.72
cpuregs.regs\[9\]\[12\],19.72
_05161_,19.7
cpuregs.regs\[11\]\[15\],19.7
cpuregs.regs\[27\]\[5\],19.7
mem_rdata_q\[0\],19.7
_05351_,19.685
cpuregs.regs\[10\]\[13\],19.685
_03519_,19.68
cpuregs.regs\[13\]\[14\],19.68
cpuregs.regs\[19\]\[26\],19.67
count_cycle\[39\],19.66
cpuregs.regs\[20\]\[1\],19.66
cpuregs.regs\[9\]\[6\],19.66
count_cycle\[29\],19.65
_02671_,19.64
_05643_,19.64
_04612_,19.62
cpuregs.regs\[23\]\[12\],19.62
cpuregs.regs\[18\]\[30\],19.61
_05938_,19.6
cpuregs.regs\[26\]\[14\],19.59
cpuregs.regs\[19\]\[20\],19.58
cpuregs.regs\[20\]\[8\],19.58
cpuregs.regs\[14\]\[30\],19.57
cpuregs.regs\[2\]\[2\],19.555
cpuregs.regs\[14\]\[28\],19.55
_02416_,19.54
